6476.0,-37.0,55.0,-0.00040894,0.00060427,0.99923706,0.10879524,-0.03036496,-0.02487179,0.00114624,-0.0004822,0.99846685,0.00564579,0.01998901,0.02868648,0.0,1.0,1.0
6491.0,-37.0,55.0,0.00075073,0.00060427,0.99978638,0.14694221,-0.00747677,-0.02487179,0.00010864,0.00061643,0.99993169,0.01327519,-0.01815797,0.05157467,0.0,1.0,1.0
6506.0,-37.0,55.0,7.934e-05,0.00011599,1.00119019,0.13168342,0.00015262,-0.009613,-0.00044067,6.711e-05,0.99956548,-0.03250118,-0.01815797,0.05157467,0.0,1.0,1.0
6521.0,-36.0,55.0,0.00081177,-0.00049436,1.00088501,0.09353645,0.02304081,-0.02487179,0.00010864,0.00037229,0.99950445,-0.03250118,0.00473022,0.04394527,0.0,1.0,1.0
6535.0,-36.0,55.0,0.00026245,-0.00043333,1.00082397,0.11642464,0.00015262,-0.01724239,-0.00141724,0.00067747,1.0002979,-0.03250118,-0.05630494,0.02868648,0.0,1.0,1.0
6550.0,-36.0,55.0,0.00014038,-0.00067747,1.00100708,0.11642464,-0.01510617,-0.04013057,-0.00111206,0.00049436,0.99999273,-0.02487179,0.01235961,0.05157467,0.0,1.0,1.0
6565.0,-36.0,53.0,0.00154419,-0.00110471,0.99972534,0.13931282,0.00015262,-0.02487179,-0.00123413,0.0007385,1.00109136,-0.02487179,-0.02578736,0.04394527,0.0,1.0,1.0
6580.0,-36.0,53.0,0.00081177,-0.00110471,0.99960327,0.10879524,-0.01510617,-0.009613,-0.00092896,0.00116575,1.00103033,0.01327519,-0.01052857,-0.00946049,0.0,1.0,1.0
6595.0,-36.0,53.0,0.00105591,-0.00128782,1.00039673,0.11642464,-0.00747677,0.02090458,4.761e-05,0.00140989,1.00023687,0.02853398,-0.01052857,-0.01708988,0.0,1.0,1.0
6609.0,-36.0,53.0,0.00032349,-0.00092161,1.00003052,0.08590706,-0.05325314,0.01327519,-0.00092896,0.00098264,1.00060308,0.02090458,-0.04867554,0.02105709,0.0,1.0,1.0
6624.0,-36.0,53.0,-0.0003479,-0.00061643,1.00027466,0.10116585,-0.08377072,-0.01724239,-0.00056274,0.00067747,1.00084722,0.02853398,-0.00289918,-0.0018311,0.0,1.0,1.0
6639.0,-36.0,53.0,0.0006897,-0.0007385,0.99942017,0.07827766,-0.06088253,-0.02487179,-0.00019653,0.00037229,1.00078619,0.05905155,-0.01815797,0.0057983,0.0,1.0,1.0
6654.0,-36.0,53.0,-0.00114136,0.0002991,0.99923706,0.09353645,-0.07614133,-0.01724239,-0.00080688,0.00037229,1.00048101,0.05142216,-0.01052857,0.02868648,0.0,1.0,1.0
6669.0,-36.0,52.0,-0.00028687,0.00036013,0.99850464,0.11642464,-0.03799435,-0.0019836,0.00071899,0.00025022,0.9990772,0.05142216,0.04287719,0.04394527,0.0,1.0,1.0
6683.0,-36.0,52.0,-0.0003479,0.00084841,0.99752808,0.10116585,-0.06088253,-0.01724239,-0.00068481,0.00025022,1.0001148,0.03616337,-0.01815797,0.02868648,0.0,1.0,1.0
6698.0,-36.0,52.0,-0.00150757,0.00133669,0.99734497,0.10116585,-0.06088253,-0.009613,-1.343e-05,0.00012815,1.00023687,0.06668095,-0.00289918,0.01342769,0.0,1.0,1.0
6713.0,-34.0,52.0,-0.00046997,0.00127566,0.99856567,0.13168342,-0.03036496,-0.0019836,-0.00019653,0.0005554,1.00078619,0.02090458,-0.02578736,0.02105709,0.0,1.0,1.0
6728.0,-34.0,52.0,-0.00114136,0.00072634,0.99893188,0.11642464,-0.03799435,-0.0019836,-0.0003186,0.00061643,1.00109136,0.02090458,-0.04104615,0.03631588,0.0,1.0,1.0
6743.0,-34.0,52.0,-0.00059204,0.00072634,0.99795532,0.13931282,-0.01510617,-0.01724239,0.00145142,0.00018919,0.99974859,0.02090458,-0.01815797,0.07446285,0.0,1.0,1.0
6757.0,-34.0,52.0,-0.00010376,0.00066531,0.99740601,0.13168342,-0.02273556,-0.01724239,0.00023071,0.00025022,1.00017583,0.02090458,-0.05630494,0.05920406,0.0,1.0,1.0
6772.0,-34.0,54.0,-0.00053101,-0.00018919,0.99728394,0.09353645,-0.02273556,-0.02487179,0.00023071,0.00049436,1.00084722,0.02853398,-0.04867554,0.03631588,0.0,1.0,1.0
6787.0,-34.0,54.0,-0.00010376,-0.00012815,0.9984436,0.07827766,0.00015262,-0.01724239,0.00084106,0.00092161,1.00035894,0.05905155,-0.05630494,0.02105709,0.0,1.0,1.0
6802.0,-30.0,54.0,-0.00053101,-0.00037229,1.00045776,0.10879524,-0.02273556,-0.01724239,-0.00098999,0.00147092,1.00121343,0.04379277,-0.04104615,0.02105709,0.0,1.0,1.0
6817.0,-30.0,54.0,0.00020142,5.496e-05,1.00143433,0.10116585,0.02304081,0.00564579,0.00010864,0.00122678,1.00041997,0.02090458,-0.01052857,0.05157467,0.0,1.0,1.0
6832.0,-30.0,54.0,0.00038452,0.00017703,1.00033569,0.10116585,0.01541141,-0.0019836,-0.00080688,0.00098264,1.00066411,0.02090458,-0.02578736,0.06683345,0.0,1.0,1.0
6846.0,-30.0,54.0,0.00062866,0.00023806,0.99954224,0.08590706,-0.01510617,0.00564579,-0.00056274,0.00134885,1.00090826,0.02090458,-0.01052857,0.02868648,0.0,1.0,1.0
6861.0,-30.0,54.0,0.00105591,5.496e-05,0.99935913,0.10879524,-0.01510617,-0.009613,0.00065796,0.00153196,1.0011524,0.05142216,-0.00289918,0.02868648,0.0,1.0,1.0
6876.0,-30.0,54.0,0.00032349,0.00060427,0.99996948,0.11642464,-0.05325314,-0.009613,-0.00056274,0.00092161,1.00127447,0.04379277,-0.01052857,0.0057983,0.0,1.0,1.0
6891.0,-30.0,54.0,0.00099487,0.00084841,0.99923706,0.10116585,-0.06088253,-0.01724239,0.00059692,0.00037229,1.00054204,0.04379277,0.00473022,0.01342769,0.0,1.0,1.0
6906.0,-28.0,54.0,0.00062866,0.00097048,0.99935913,0.07064827,-0.04562375,-0.01724239,-7.446e-05,-5.496e-05,0.99993169,0.06668095,-0.01052857,0.02868648,0.0,1.0,1.0
6920.0,-28.0,54.0,-0.00077515,0.00109255,1.00003052,0.06301887,-0.04562375,-0.0019836,0.00016968,0.00037229,0.99999273,0.06668095,-0.02578736,0.02868648,0.0,1.0,1.0
6935.0,-28.0,54.0,-0.0001648,0.00084841,0.99917603,0.04776008,-0.03036496,-0.0019836,0.00078003,0.00092161,1.00041997,0.05142216,0.00473022,0.05920406,0.0,1.0,1.0
6950.0,-28.0,54.0,-0.00046997,0.00036013,0.99960327,0.10116585,-0.05325314,0.00564579,0.00016968,0.00043333,0.99950445,0.03616337,-0.02578736,0.07446285,0.0,1.0,1.0
6965.0,-28.0,52.0,-0.0001648,0.00023806,0.99771118,0.10879524,-0.03036496,-0.01724239,0.00084106,6.711e-05,0.99871099,0.00564579,0.0276184,0.06683345,0.0,1.0,1.0
6980.0,-28.0,52.0,0.00026245,-6.08e-06,0.99685669,0.13931282,-0.03036496,0.00564579,0.00010864,-0.00017703,0.99926031,0.00564579,-0.00289918,0.06683345,0.0,1.0,1.0
6995.0,-22.0,52.0,-0.00010376,0.00042117,0.99832153,0.12405403,-0.04562375,-0.0019836,-7.446e-05,0.00043333,1.00078619,-0.0019836,-0.00289918,0.05920406,0.0,1.0,1.0
7009.0,-22.0,52.0,0.00014038,0.00078738,0.99905396,0.11642464,-0.00747677,-0.01724239,0.00120728,0.00061643,0.99950445,-0.009613,0.04287719,0.03631588,0.0,1.0,1.0
7024.0,-22.0,52.0,-0.00022583,-6.08e-06,1.0007019,0.11642464,0.00015262,0.00564579,-1.343e-05,0.0005554,1.00054204,-0.03250118,-0.00289918,-0.00946049,0.0,1.0,1.0
7039.0,-22.0,52.0,0.00020142,-0.00012815,1.00015259,0.13168342,-0.00747677,-0.0019836,0.00047485,0.00079954,0.99980962,-0.009613,0.01235961,0.05157467,0.0,1.0,1.0
7054.0,-22.0,52.0,0.00099487,-6.08e-06,0.99893188,0.15457161,0.00778202,-0.0019836,-0.00025757,0.00086057,1.00041997,0.00564579,0.00473022,0.05157467,0.0,1.0,1.0
7069.0,-22.0,53.0,7.934e-05,-0.00037229,1.00003052,0.13168342,-0.03799435,-0.009613,-0.00062378,0.00092161,1.00096929,0.02853398,-0.01052857,0.04394527,0.0,1.0,1.0
7083.0,-19.0,53.0,7.934e-05,-0.00049436,0.99942017,0.13931282,-0.02273556,0.00564579,0.00010864,0.00116575,1.00060308,0.02853398,0.0276184,0.05920406,0.0,1.0,1.0
7098.0,-19.0,53.0,0.00044556,-0.00067747,0.99978638,0.13168342,-0.02273556,-0.01724239,-0.00080688,0.00128782,0.99980962,0.02853398,-0.01052857,0.04394527,0.0,1.0,1.0
7113.0,-19.0,53.0,-0.0001648,0.00011599,1.00027466,0.12405403,-0.04562375,-0.009613,-7.446e-05,0.00079954,0.99956548,-0.0019836,0.01998901,0.04394527,0.0,1.0,1.0
7128.0,-19.0,53.0,0.00062866,0.0002991,0.99880981,0.10116585,-0.04562375,0.00564579,-0.00019653,0.0007385,1.0002979,-0.0019836,0.01235961,0.05920406,0.0,1.0,1.0
7143.0,-19.0,53.0,-0.00010376,0.00054324,0.99771118,0.11642464,-0.07614133,0.00564579,-0.00160034,0.00061643,1.00084722,0.04379277,-0.01815797,0.02105709,0.0,1.0,1.0
7157.0,-19.0,53.0,-0.00040894,0.00054324,0.99874878,0.11642464,-0.04562375,0.00564579,0.00029175,0.00061643,0.99919927,0.05905155,0.01998901,0.03631588,0.0,1.0,1.0
7172.0,-19.0,53.0,-0.00022583,0.00017703,0.99899292,0.13168342,-0.04562375,-0.0019836,-0.0001355,0.0005554,0.99919927,0.04379277,-0.00289918,0.04394527,0.0,1.0,1.0
7187.0,-18.0,53.0,-0.00126343,0.0002991,1.00064087,0.09353645,-0.03799435,0.01327519,-0.00050171,0.00037229,0.99913824,0.03616337,0.0276184,0.05157467,0.0,1.0,1.0
7202.0,-18.0,53.0,-0.0003479,0.00084841,0.99984741,0.10116585,0.00778202,0.01327519,0.00041382,0.00037229,0.99810064,0.04379277,0.01235961,0.08209224,0.0,1.0,1.0
7217.0,-18.0,53.0,-0.00077515,0.00054324,0.99819946,0.08590706,-0.03036496,0.00564579,0.00041382,0.00025022,0.99864995,0.02853398,-0.02578736,0.08209224,0.0,1.0,1.0
7232.0,-18.0,53.0,-0.00065308,0.0004822,0.99868774,0.11642464,-0.05325314,-0.009613,0.0009021,0.00018919,0.99791753,0.01327519,0.00473022,0.08209224,0.0,1.0,1.0
7246.0,-18.0,53.0,0.00014038,0.00072634,0.99887085,0.10116585,-0.03799435,-0.009613,0.00059692,0.00012815,0.99846685,0.01327519,-0.02578736,0.07446285,0.0,1.0,1.0
7261.0,-18.0,53.0,-0.00059204,0.00097048,1.00033569,0.14694221,-0.05325314,-0.02487179,-0.00062378,-0.00066531,0.99901617,0.00564579,-0.02578736,0.04394527,0.0,1.0,1.0
7276.0,-19.0,51.0,1.831e-05,0.00060427,0.99996948,0.13168342,-0.03036496,-0.02487179,0.00035278,6.711e-05,0.99913824,0.02853398,-0.01815797,0.02105709,0.0,1.0,1.0
7291.0,-19.0,51.0,7.934e-05,-0.00031126,1.00131226,0.13931282,-0.01510617,-0.0019836,-0.0011731,0.0005554,1.00157964,-0.0019836,-0.07156373,-0.00946049,0.0,1.0,1.0
7306.0,-19.0,51.0,-4.273e-05,-0.00012815,1.00149536,0.17745979,-0.02273556,-0.009613,0.00010864,0.00140989,1.00041997,-0.02487179,0.00473022,0.02105709,0.0,1.0,1.0
7320.0,-19.0,51.0,0.00111694,-6.711e-05,0.9994812,0.14694221,-0.01510617,-0.009613,-0.00025757,0.00147092,1.00170171,0.00564579,-0.02578736,0.02105709,0.0,1.0,1.0
7335.0,-19.0,51.0,0.00032349,-0.00031126,0.99923706,0.13168342,-0.03799435,-0.01724239,-0.00105103,0.00116575,1.00145757,0.02090458,0.01235961,0.05920406,0.0,1.0,1.0
7350.0,-19.0,51.0,0.00111694,5.496e-05,0.99905396,0.09353645,-0.00747677,-0.03250118,0.00035278,0.00110471,0.99993169,0.03616337,0.01998901,0.05920406,0.0,1.0,1.0
7365.0,-19.0,49.0,0.00099487,0.00042117,0.99880981,0.09353645,-0.02273556,-0.01724239,-0.00160034,0.00134885,1.00103033,0.04379277,-0.01815797,0.05157467,0.0,1.0,1.0
7380.0,-21.0,49.0,0.00026245,0.00036013,0.99984741,0.13931282,-0.03036496,-0.01724239,-0.00019653,0.00110471,1.00005376,0.03616337,0.01998901,0.03631588,0.0,1.0,1.0
7395.0,-21.0,49.0,0.00050659,0.00060427,0.99990845,0.11642464,-0.02273556,-0.009613,-1.343e-05,0.00086057,0.99956548,0.02853398,0.01998901,0.02105709,0.0,1.0,1.0
7409.0,-21.0,49.0,-0.00028687,0.00115359,1.00021362,0.08590706,-0.04562375,0.02090458,-0.00062378,0.00061643,0.99974859,0.03616337,-0.01815797,0.03631588,0.0,1.0,1.0
7424.0,-21.0,49.0,7.934e-05,0.00066531,0.99942017,0.09353645,-0.02273556,-0.01724239,0.00029175,6.08e-06,0.99950445,0.04379277,0.01235961,0.03631588,0.0,1.0,1.0
7439.0,-21.0,49.0,-0.0001648,0.00042117,0.99960327,0.10879524,-0.03036496,-0.01724239,-0.00068481,-0.00078738,1.00005376,0.02853398,-0.04104615,0.05157467,0.0,1.0,1.0
7454.0,-21.0,49.0,-0.0001648,0.00054324,1.00003052,0.10116585,-0.03799435,0.02090458,0.00010864,-0.00072634,0.99938238,0.02090458,0.00473022,0.05920406,0.0,1.0,1.0
7469.0,-21.0,57.0,-0.00028687,0.00042117,1.00045776,0.11642464,-0.00747677,0.02853398,0.0009021,-0.00042117,0.99950445,0.03616337,0.01235961,0.03631588,0.0,1.0,1.0
7483.0,-21.0,57.0,-0.00089722,0.00078738,0.99978638,0.13168342,-0.00747677,0.02853398,-1.343e-05,-0.0004822,0.99962652,0.02853398,-0.00289918,-0.0018311,0.0,1.0,1.0
7498.0,-21.0,57.0,-0.00053101,0.00158083,0.99978638,0.12405403,0.00015262,0.02090458,0.00059692,-0.0002991,1.00041997,-0.0019836,0.04287719,0.02105709,0.0,1.0,1.0
7513.0,-21.0,57.0,7.934e-05,0.00078738,0.99887085,0.11642464,0.00778202,0.00564579,-7.446e-05,0.00037229,1.00145757,0.00564579,0.00473022,0.02105709,0.0,1.0,1.0
7528.0,-21.0,57.0,-0.00040894,0.00023806,0.99978638,0.13931282,0.00015262,-0.03250118,0.00029175,0.0007385,1.00066411,0.00564579,0.00473022,0.02105709,0.0,1.0,1.0
7543.0,-21.0,57.0,1.831e-05,0.00011599,0.99856567,0.13931282,-0.00747677,-0.02487179,0.00071899,0.00098264,1.00078619,0.00564579,0.0276184,0.04394527,0.0,1.0,1.0
7558.0,-21.0,57.0,0.00014038,0.00042117,0.9984436,0.12405403,-0.03036496,-0.03250118,-0.00080688,0.00049436,1.00084722,-0.009613,-0.02578736,0.08209224,0.0,1.0,1.0
7572.0,-23.0,62.0,0.00014038,-0.00037229,0.9994812,0.10116585,-0.01510617,-0.01724239,-0.0003186,0.00116575,1.00121343,-0.0019836,-0.01815797,0.07446285,0.0,1.0,1.0
7587.0,-23.0,62.0,0.00111694,-0.00092161,0.99868774,0.10116585,-0.00747677,-0.01724239,-7.446e-05,0.00140989,1.00170171,-0.0019836,-0.04104615,0.05920406,0.0,1.0,1.0
7602.0,-23.0,62.0,0.0006897,-0.00067747,1.00021362,0.11642464,-0.02273556,-0.02487179,-0.00111206,0.0019592,1.00286138,-0.0019836,-0.00289918,0.03631588,0.0,1.0,1.0
7617.0,-23.0,62.0,0.00105591,-0.00067747,0.9992981,0.08590706,0.00015262,-0.009613,-0.00025757,0.00189817,1.0025562,-0.01724239,0.01235961,0.02105709,0.0,1.0,1.0
7632.0,-23.0,62.0,0.00099487,-0.00079954,0.99972534,0.07827766,-0.06088253,0.00564579,-0.00123413,0.00134885,1.00316656,-0.009613,-0.01815797,0.01342769,0.0,1.0,1.0
7647.0,-23.0,62.0,7.934e-05,-6.08e-06,0.9994812,0.06301887,-0.03799435,-0.01724239,-0.00056274,0.0007385,1.00182378,0.01327519,-0.02578736,0.03631588,0.0,1.0,1.0
7661.0,-25.0,62.0,0.00044556,0.0004822,0.99807739,0.07827766,-0.02273556,-0.01724239,-0.00025757,0.00110471,1.00127447,-0.0019836,-0.01052857,0.04394527,0.0,1.0,1.0
7676.0,-25.0,67.0,-0.00028687,0.00078738,0.99789429,0.10879524,-0.03799435,-0.02487179,-0.00037964,0.0005554,1.0011524,0.02853398,-0.00289918,0.03631588,0.0,1.0,1.0
7691.0,-25.0,67.0,0.00020142,0.00127566,0.99850464,0.08590706,-0.03036496,-0.01724239,0.00065796,0.00043333,0.99974859,0.02090458,0.0352478,0.04394527,0.0,1.0,1.0
7706.0,-25.0,67.0,0.00044556,0.00164187,0.99697876,0.10879524,-0.03799435,-0.009613,-0.00019653,-0.00011599,0.99974859,0.01327519,0.0276184,0.05157467,0.0,1.0,1.0
7721.0,-25.0,67.0,-0.0001648,0.0015198,0.99832153,0.10116585,-0.03036496,-0.01724239,-0.0003186,-0.0002991,1.00048101,0.01327519,-0.00289918,0.05157467,0.0,1.0,1.0
7735.0,-25.0,67.0,0.00038452,0.00060427,0.99819946,0.12405403,-0.02273556,-0.03250118,0.00102417,-0.00023806,0.99871099,0.02090458,0.07339477,0.02868648,0.0,1.0,1.0
7750.0,-26.0,67.0,1.831e-05,0.00023806,0.99850464,0.162201,-0.02273556,-0.02487179,0.00023071,-0.00011599,0.99926031,0.01327519,0.01235961,0.02868648,0.0,1.0,1.0
7765.0,-26.0,67.0,-0.00046997,0.00023806,0.99942017,0.15457161,-0.03036496,-0.0019836,0.00132935,-0.00017703,0.99871099,0.00564579,0.05813598,0.04394527,0.0,1.0,1.0
7780.0,-26.0,69.0,-0.00059204,0.00103152,0.99954224,0.11642464,-0.00747677,0.00564579,0.00108521,-0.0002991,0.99926031,0.02853398,-0.00289918,0.03631588,0.0,1.0,1.0
7795.0,-26.0,69.0,-0.00089722,0.00090945,1.00021362,0.11642464,-0.00747677,0.00564579,0.00023071,6.08e-06,0.99956548,0.00564579,-0.03341676,0.05920406,0.0,1.0,1.0
7809.0,-26.0,69.0,0.00032349,0.0004822,0.99911499,0.13931282,-0.00747677,0.00564579,0.00145142,0.0007385,1.0001148,0.01327519,-0.01052857,0.05920406,0.0,1.0,1.0
7824.0,-26.0,69.0,0.00020142,-6.08e-06,0.99758911,0.10879524,0.00778202,0.00564579,0.00023071,0.00067747,1.0002979,-0.0019836,-0.05630494,0.07446285,0.0,1.0,1.0
7839.0,-26.0,69.0,7.934e-05,-0.00012815,0.99942017,0.08590706,-0.00747677,-0.009613,0.00059692,0.00092161,1.00054204,0.02853398,-0.01815797,0.01342769,0.0,1.0,1.0
7854.0,-24.0,69.0,0.0008728,0.00011599,0.99960327,0.10879524,0.00778202,-0.0019836,-0.00037964,0.00110471,1.00145757,0.02853398,-0.02578736,0.02105709,0.0,1.0,1.0
7869.0,-24.0,63.0,0.00014038,0.00023806,1.00161743,0.10879524,0.00778202,0.00564579,-0.0011731,0.00153196,1.00182378,-0.0019836,-0.00289918,0.02105709,0.0,1.0,1.0
7884.0,-24.0,63.0,0.00099487,0.00042117,1.00222778,0.11642464,0.00015262,0.00564579,0.00053589,0.00147092,1.00090826,-0.0019836,0.01998901,0.02868648,0.0,1.0,1.0
7898.0,-24.0,63.0,0.00081177,0.0004822,1.00003052,0.14694221,-0.02273556,0.00564579,-0.00092896,0.00159299,1.00188482,0.00564579,-0.01052857,0.0057983,0.0,1.0,1.0
7913.0,-24.0,63.0,0.00032349,0.00036013,0.99935913,0.13168342,-0.02273556,-0.01724239,0.00059692,0.00086057,1.00072515,0.01327519,-0.00289918,0.01342769,0.0,1.0,1.0
7928.0,-24.0,63.0,0.00123901,0.0002991,0.99966431,0.12405403,-0.02273556,-0.01724239,-1.343e-05,0.00061643,1.00109136,0.01327519,-0.03341676,0.01342769,0.0,1.0,1.0
7943.0,-26.0,63.0,7.934e-05,0.00042117,0.99917603,0.08590706,-0.02273556,-0.03250118,-0.0003186,0.00098264,1.00084722,0.01327519,-0.06393433,0.02105709,0.0,1.0,1.0
7958.0,-26.0,63.0,0.00056763,0.00078738,0.9984436,0.10116585,-0.03036496,-0.03250118,0.00071899,0.00061643,0.99913824,0.02853398,-0.01815797,0.02868648,0.0,1.0,1.0
7972.0,-26.0,58.0,1.831e-05,0.00139773,0.99887085,0.12405403,-0.01510617,-0.01724239,-0.00019653,0.00025022,0.99938238,0.04379277,-0.02578736,0.06683345,0.0,1.0,1.0
7987.0,-26.0,58.0,-0.00040894,0.00158083,0.99728394,0.11642464,-0.05325314,-0.01724239,4.761e-05,-0.00011599,0.9988941,0.04379277,0.0276184,0.05920406,0.0,1.0,1.0
8002.0,-26.0,58.0,0.00032349,0.00164187,0.99850464,0.08590706,-0.01510617,-0.01724239,0.00102417,0.00037229,0.99810064,0.04379277,0.01998901,0.06683345,0.0,1.0,1.0
8017.0,-26.0,58.0,-0.00095825,0.00133669,0.99856567,0.07827766,-0.00747677,0.00564579,0.00029175,0.00067747,0.99944341,0.03616337,-0.00289918,0.06683345,0.0,1.0,1.0
8032.0,-26.0,58.0,-0.00089722,0.00103152,0.99758911,0.10116585,0.03829959,-0.0019836,0.00169556,0.0005554,0.99864995,0.02853398,0.01235961,0.07446285,0.0,1.0,1.0
8047.0,-26.0,58.0,7.934e-05,0.00072634,0.99624634,0.14694221,0.02304081,-0.01724239,0.00041382,0.00043333,0.99956548,0.03616337,-0.01815797,0.08209224,0.0,1.0,1.0
8061.0,-26.0,58.0,-0.00040894,0.0004822,0.99691772,0.14694221,-0.02273556,-0.02487179,0.00010864,0.00025022,0.99999273,0.01327519,-0.04104615,0.08972163,0.0,1.0,1.0
8076.0,-26.0,60.0,0.00056763,0.00011599,0.99703979,0.13931282,-0.01510617,0.01327519,0.00169556,0.00012815,0.99987066,0.02853398,-0.01815797,0.05920406,0.0,1.0,1.0
8091.0,-26.0,60.0,0.00050659,-0.00043333,0.99819946,0.11642464,-0.01510617,0.01327519,-0.00068481,0.00079954,1.00109136,0.01327519,-0.05630494,0.01342769,0.0,1.0,1.0
8106.0,-26.0,60.0,0.00099487,-0.00098264,0.99838257,0.13931282,0.02304081,0.01327519,0.00016968,0.00128782,1.00139654,-0.01724239,-0.00289918,0.02868648,0.0,1.0,1.0
8121.0,-26.0,60.0,0.00136108,-0.0005554,0.99972534,0.13168342,-0.00747677,0.02090458,-0.00080688,0.00110471,1.00231206,0.00564579,-0.01815797,0.02105709,0.0,1.0,1.0
8136.0,-25.0,60.0,0.00020142,-0.00061643,1.00033569,0.12405403,-0.04562375,-0.0019836,-0.00068481,0.00018919,1.00225103,0.00564579,-0.01815797,0.03631588,0.0,1.0,1.0
8150.0,-25.0,60.0,0.00172729,-0.00049436,0.99917603,0.10879524,-0.00747677,0.02853398,0.00059692,0.00061643,1.0002979,-0.0019836,-0.01052857,0.04394527,0.0,1.0,1.0
8165.0,-25.0,60.0,0.00154419,-0.00037229,1.00027466,0.07827766,-0.06088253,0.05905155,-0.00123413,6.711e-05,1.00121343,0.02090458,-0.04867554,0.05157467,0.0,1.0,1.0
8180.0,-25.0,60.0,0.00117798,0.00011599,0.99893188,0.07064827,-0.03799435,0.02853398,0.00029175,0.00043333,1.00035894,0.00564579,0.00473022,0.08972163,0.0,1.0,1.0
8195.0,-25.0,60.0,0.00081177,-0.00012815,1.00003052,0.07064827,-0.06088253,0.02090458,-0.00074585,0.00025022,1.00017583,-0.009613,-0.01815797,0.05920406,0.0,1.0,1.0
8210.0,-25.0,60.0,-0.00089722,0.00017703,1.00112915,0.10116585,-0.08377072,-0.009613,-0.00141724,0.00012815,1.00054204,0.02090458,-0.01815797,0.02105709,0.0,1.0,1.0
8224.0,-25.0,60.0,-0.00022583,0.00054324,1.00045776,0.10879524,-0.05325314,-0.009613,0.00041382,-0.00023806,1.00048101,0.02853398,0.0352478,0.04394527,0.0,1.0,1.0
8239.0,-24.0,60.0,-0.00053101,0.00066531,0.99923706,0.13168342,-0.09140012,0.02090458,-0.00037964,0.00012815,1.00182378,0.02853398,-0.04867554,0.05157467,0.0,1.0,1.0
8254.0,-24.0,60.0,-0.00053101,0.00078738,0.99838257,0.13168342,-0.06088253,-0.02487179,0.0009021,0.0007385,1.00084722,0.00564579,-0.00289918,0.06683345,0.0,1.0,1.0
8269.0,-24.0,60.0,-0.00040894,0.0002991,0.99850464,0.13931282,-0.04562375,-0.009613,-0.0001355,0.00049436,1.00072515,-0.01724239,-0.02578736,0.04394527,0.0,1.0,1.0
8284.0,-24.0,56.0,-0.00053101,0.00060427,0.99923706,0.13168342,-0.06851193,-0.01724239,-0.00105103,6.711e-05,1.0002979,0.00564579,-0.04104615,0.05920406,0.0,1.0,1.0
8299.0,-24.0,56.0,-4.273e-05,0.00090945,0.99990845,0.15457161,-0.05325314,-0.03250118,0.00047485,-5.496e-05,0.99877203,0.00564579,0.01998901,0.05157467,0.0,1.0,1.0
8313.0,-24.0,56.0,0.00032349,0.00084841,0.99978638,0.162201,-0.07614133,-0.009613,-0.00050171,-0.00011599,0.99962652,-0.009613,-0.04867554,0.05157467,0.0,1.0,1.0
8328.0,-20.0,56.0,0.00062866,0.0004822,0.99954224,0.13168342,-0.06088253,-0.01724239,4.761e-05,0.00067747,0.99950445,-0.02487179,-0.00289918,0.06683345,0.0,1.0,1.0
8343.0,-20.0,56.0,0.00111694,0.0002991,0.99874878,0.13931282,-0.02273556,-0.009613,-7.446e-05,0.00147092,1.00035894,-0.01724239,-0.03341676,0.02105709,0.0,1.0,1.0
8358.0,-20.0,56.0,0.00032349,5.496e-05,0.99874878,0.09353645,-0.03036496,0.01327519,-0.0003186,0.00140989,1.00127447,-0.009613,-0.05630494,0.03631588,0.0,1.0,1.0
8373.0,-20.0,54.0,0.00099487,-0.00018919,0.99935913,0.09353645,-0.02273556,0.01327519,0.00035278,0.00165403,1.00090826,0.01327519,-0.00289918,0.05157467,0.0,1.0,1.0
8387.0,-20.0,54.0,0.00093384,-0.00061643,1.00045776,0.10116585,-0.04562375,-0.0019836,-0.00044067,0.00147092,1.00103033,0.01327519,-0.03341676,0.06683345,0.0,1.0,1.0
8402.0,-20.0,54.0,0.00032349,-0.0005554,1.00137329,0.08590706,-0.00747677,-0.01724239,4.761e-05,0.00086057,1.00066411,0.03616337,-0.00289918,0.05920406,0.0,1.0,1.0
8417.0,-20.0,54.0,0.00093384,-0.0007385,1.00027466,0.07064827,0.00778202,-0.04013057,-7.446e-05,0.00122678,1.00054204,0.03616337,-0.01052857,0.05920406,0.0,1.0,1.0
8432.0,-20.0,54.0,-0.00022583,-0.00031126,0.99960327,0.08590706,-0.03799435,-0.04775997,-0.00105103,0.00025022,1.00054204,0.04379277,-0.03341676,0.04394527,0.0,1.0,1.0
8447.0,-20.0,54.0,0.00026245,-0.00025022,1.00064087,0.10116585,-0.00747677,-0.04013057,-7.446e-05,0.00037229,0.99913824,0.05142216,-0.00289918,0.05157467,0.0,1.0,1.0
8461.0,-20.0,54.0,0.00056763,-0.00012815,1.00143433,0.10116585,-0.03799435,-0.02487179,-0.00019653,0.00025022,0.99956548,0.06668095,-0.00289918,0.04394527,0.0,1.0,1.0
